,filename,variables,clauses,SAT,time_cryptosat,result_random,time_random,branches_random,implications_random,result_two_clause,time_two_clause,branches_two_clause,implications_two_clause,result_max_freq,time_max_freq,branches_max_freq,implications_max_freq,result_DLCS,time_DLCS,branches_DLCS,implications_DLCS,result_VSIDS,time_VSIDS,branches_VSIDS,implications_VSIDS
13,randN75_K3_R4.3_L323_266.cnf,75,322,False,0.000662,UNSAT,20.271348,2224,36047,UNSAT,0.262662,83,2046,UNSAT,0.436115,152,3135,UNSAT,0.576919,183,3155,UNSAT,0.480735,188,3424
14,randN75_K3_R4.3_L323_197.cnf,75,323,False,0.000582,UNSAT,6.770646,1150,19139,UNSAT,0.270956,85,1922,UNSAT,0.420806,137,3013,UNSAT,0.720054,201,4214,UNSAT,0.404902,144,2945
15,randN75_K3_R4.3_L323_245.cnf,75,323,False,0.000728,UNSAT,25.505575,2383,40237,UNSAT,0.339287,98,2548,UNSAT,0.521035,164,3498,UNSAT,0.788323,223,4300,UNSAT,1.038575,308,5853
16,randN75_K3_R4.3_L323_270.cnf,75,323,False,0.000448,UNSAT,12.683962,1691,27336,UNSAT,0.232009,75,1637,UNSAT,0.340586,138,2628,UNSAT,0.430884,131,2901,UNSAT,0.311614,118,2344
17,randN75_K3_R4.3_L323_211.cnf,75,323,False,0.000469,UNSAT,4.645027,972,15646,UNSAT,0.322898,94,2214,UNSAT,0.376706,124,2859,UNSAT,0.395327,119,2729,UNSAT,0.376947,145,2949
18,randN75_K3_R4.3_L323_223.cnf,75,323,False,0.001384,UNSAT,16.220724,1744,31459,UNSAT,0.847944,211,4840,UNSAT,1.327943,340,7155,UNSAT,1.800557,360,7919,UNSAT,1.12972,305,5933
19,randN75_K3_R4.3_L323_20.cnf,75,323,False,0.000757,UNSAT,38.770942,2921,51304,UNSAT,1.043131,237,5662,UNSAT,0.565478,183,3967,UNSAT,1.305806,318,6085,UNSAT,0.790675,232,4815
20,randN75_K3_R4.3_L323_239.cnf,75,323,False,0.000697,UNSAT,5.63009,1079,17328,UNSAT,0.732408,188,4523,UNSAT,0.403622,146,2992,UNSAT,0.420305,130,2715,UNSAT,0.406232,155,3150
21,randN75_K3_R4.3_L323_202.cnf,75,323,False,0.000457,UNSAT,7.553754,1228,20770,UNSAT,0.315825,106,2157,UNSAT,0.380673,142,2976,UNSAT,0.323874,104,2216,UNSAT,0.349987,149,2710
22,randN75_K3_R4.3_L323_182.cnf,75,323,False,0.000417,UNSAT,5.680239,1098,17709,UNSAT,0.360171,108,2626,UNSAT,0.498868,161,3639,UNSAT,0.461593,139,2955,UNSAT,0.393685,168,2687
23,randN75_K3_R4.3_L323_164.cnf,75,323,False,0.000523,UNSAT,12.21135,1701,27105,UNSAT,0.233206,73,1812,UNSAT,0.402088,139,3136,UNSAT,0.408358,126,2440,UNSAT,0.685003,216,4631
24,randN75_K3_R4.3_L323_177.cnf,75,323,False,0.000706,UNSAT,11.157972,1447,25208,UNSAT,0.64736,176,3954,UNSAT,0.634011,186,4107,UNSAT,0.848551,213,4700,UNSAT,0.858035,252,5578
25,randN75_K3_R4.3_L323_249.cnf,75,322,False,0.000542,UNSAT,8.476198,1357,21932,UNSAT,0.277503,89,1989,UNSAT,0.737609,237,4887,UNSAT,0.618984,184,3617,UNSAT,0.701853,213,4398
26,randN75_K3_R4.3_L323_151.cnf,75,323,False,0.000526,UNSAT,12.301598,1686,27012,UNSAT,0.304929,97,2283,UNSAT,0.281821,113,2337,UNSAT,0.274579,95,1921,UNSAT,0.192395,91,1656
27,randN75_K3_R4.3_L323_236.cnf,75,323,False,0.000563,UNSAT,26.660662,2432,43572,UNSAT,0.394562,119,2684,UNSAT,0.62453,198,4374,UNSAT,0.909919,250,4839,UNSAT,0.698595,221,4679
28,randN75_K3_R4.3_L323_214.cnf,75,323,False,0.000469,UNSAT,9.725898,1550,24970,UNSAT,0.274398,93,2043,UNSAT,0.25513,104,2008,UNSAT,0.287572,99,1933,UNSAT,0.367967,154,2670
29,randN75_K3_R4.3_L323_284.cnf,75,323,False,0.000531,UNSAT,13.335777,1711,28782,UNSAT,0.314009,103,2100,UNSAT,0.33391,130,2595,UNSAT,0.322773,111,2153,UNSAT,0.241777,120,1722
30,randN75_K3_R4.3_L323_268.cnf,75,323,False,0.000516,UNSAT,25.09652,2391,41873,UNSAT,0.681005,178,4280,UNSAT,0.511387,169,3807,UNSAT,0.630736,175,3805,UNSAT,0.895023,266,5260
31,randN75_K3_R4.3_L323_251.cnf,75,323,,4e-06,UNSAT,14.766952,1808,31060,UNSAT,0.327239,101,2226,UNSAT,0.378506,121,2962,UNSAT,0.506073,145,3225,UNSAT,0.377367,145,2803
32,randN75_K3_R4.3_L323_136.cnf,75,323,,4e-06,UNSAT,11.098907,1542,26048,UNSAT,0.435258,126,3005,UNSAT,0.514032,176,3938,UNSAT,0.856547,239,5094,UNSAT,0.682549,237,4500
33,randN75_K3_R4.3_L323_193.cnf,75,323,,4e-06,UNSAT,12.351206,1711,28010,UNSAT,0.579577,155,3675,UNSAT,0.762677,230,4872,UNSAT,0.774003,206,4522,UNSAT,0.870173,287,5160
34,randN75_K3_R4.3_L323_141.cnf,75,323,,3e-06,UNSAT,3.828041,893,14215,UNSAT,0.13933,50,1112,UNSAT,0.259187,106,2013,UNSAT,0.259234,87,1702,UNSAT,0.246909,116,1926
35,randN75_K3_R4.3_L323_230.cnf,75,323,,4e-06,UNSAT,9.966097,1471,23809,UNSAT,0.455516,123,3156,UNSAT,0.612733,207,4460,UNSAT,0.623092,170,3905,UNSAT,0.67721,193,4562
36,randN75_K3_R4.3_L323_257.cnf,75,323,,4e-06,UNSAT,10.558562,1624,24697,UNSAT,0.192943,65,1517,UNSAT,0.369671,135,2890,UNSAT,0.66454,197,3931,UNSAT,0.816615,256,5270
37,randN75_K3_R4.3_L323_12.cnf,75,323,,4e-06,UNSAT,16.422771,1973,31671,UNSAT,0.234232,79,1722,UNSAT,0.274339,97,2208,UNSAT,0.297106,98,1937,UNSAT,0.548154,203,3760
38,randN75_K3_R4.3_L323_204.cnf,75,323,,4e-06,UNSAT,21.208053,2151,36909,UNSAT,0.507764,148,3208,UNSAT,0.626702,198,4335,UNSAT,0.540663,149,3231,UNSAT,0.601779,200,3984
39,randN75_K3_R4.3_L323_110.cnf,75,323,,4e-06,UNSAT,43.245847,3290,55516,UNSAT,0.269297,80,2007,UNSAT,0.521146,157,3764,UNSAT,0.770447,204,4483,UNSAT,0.674231,212,4445
40,randN75_K3_R4.3_L323_264.cnf,75,323,,4e-06,UNSAT,19.786338,2120,35365,UNSAT,0.544936,151,3551,UNSAT,0.695679,191,4785,UNSAT,0.386194,117,2642,UNSAT,0.625968,189,4196
41,randN75_K3_R4.3_L323_253.cnf,75,323,,4e-06,UNSAT,8.262024,1344,21340,UNSAT,0.294543,94,2060,UNSAT,0.48531,162,3551,UNSAT,0.669351,198,3669,UNSAT,0.744066,227,4748
42,randN75_K3_R4.3_L323_113.cnf,75,323,,4e-06,UNSAT,10.795052,1530,26042,UNSAT,0.389639,116,2701,UNSAT,0.722334,240,4927,UNSAT,0.697385,200,4322,UNSAT,0.636439,218,4310
43,randN75_K3_R4.3_L323_105.cnf,75,323,,4e-06,UNSAT,20.939822,2156,35697,UNSAT,0.154871,55,1100,UNSAT,0.532671,191,3523,UNSAT,0.496659,160,2803,UNSAT,0.503286,181,3334
44,randN75_K3_R4.3_L323_220.cnf,75,323,,5e-06,UNSAT,7.845556,1232,20556,UNSAT,0.430496,128,2734,UNSAT,1.552888,370,7981,UNSAT,1.6392,351,7686,UNSAT,1.739917,417,8389
45,randN75_K3_R4.3_L323_132.cnf,75,323,,4e-06,UNSAT,21.383304,2236,36763,UNSAT,0.263556,83,1818,UNSAT,0.448159,156,3276,UNSAT,0.437099,140,2728,UNSAT,0.616199,218,3961
46,randN75_K3_R4.3_L323_107.cnf,75,323,,4e-06,UNSAT,19.529808,2048,35506,UNSAT,0.30331,98,2386,UNSAT,0.578019,183,4232,UNSAT,0.767342,214,4300,UNSAT,0.51819,181,3554
47,randN75_K3_R4.3_L323_273.cnf,75,323,,4e-06,UNSAT,10.780497,1589,25217,UNSAT,0.292897,93,2087,UNSAT,0.799337,232,4793,UNSAT,0.807969,230,4479,UNSAT,0.639185,216,4020
48,randN75_K3_R4.3_L323_215.cnf,75,323,,4e-06,UNSAT,29.513942,2655,43510,UNSAT,0.319171,94,2313,UNSAT,0.439811,167,3013,UNSAT,0.545572,174,3161,UNSAT,0.58263,202,3958
49,randN75_K3_R4.3_L323_102.cnf,75,322,,4e-06,UNSAT,10.168678,1500,24283,UNSAT,0.155051,57,1190,UNSAT,0.22964,95,1897,UNSAT,0.39325,124,2698,UNSAT,0.290865,117,2152
50,randN75_K3_R4.3_L323_276.cnf,75,323,,4e-06,UNSAT,15.767638,1806,31833,UNSAT,0.52058,136,3453,UNSAT,1.04897,279,6409,UNSAT,1.169663,286,5917,UNSAT,1.151679,339,6646
51,randN75_K3_R4.3_L323_219.cnf,75,323,,4e-06,UNSAT,10.215982,1501,24811,UNSAT,0.558328,148,3454,UNSAT,0.909585,254,5907,UNSAT,0.905128,229,5086,UNSAT,1.475633,363,7846
52,randN75_K3_R4.3_L323_14.cnf,75,323,,4e-06,UNSAT,22.64488,2180,37185,UNSAT,0.241467,75,1733,UNSAT,0.327402,116,2593,UNSAT,0.430406,130,2717,UNSAT,0.425132,153,3173
53,randN75_K3_R4.3_L323_149.cnf,75,323,,4e-06,UNSAT,14.015913,1823,28961,UNSAT,0.45747,135,3005,UNSAT,0.630913,203,4208,UNSAT,0.535666,152,3234,UNSAT,0.748292,241,4921
54,randN75_K3_R4.3_L323_169.cnf,75,323,,4e-06,UNSAT,6.075415,1094,18292,UNSAT,0.42262,122,2838,UNSAT,0.524679,165,3659,UNSAT,0.35861,117,2201,UNSAT,0.512934,167,3659
55,randN75_K3_R4.3_L323_184.cnf,75,323,,4e-06,UNSAT,8.033756,1377,21763,UNSAT,0.295303,96,2171,UNSAT,0.232155,92,1933,UNSAT,0.357737,114,2415,UNSAT,0.413883,174,3182
56,randN75_K3_R4.3_L323_117.cnf,75,323,,4e-06,UNSAT,23.879743,2348,39443,UNSAT,0.758691,192,4441,UNSAT,1.526,378,8364,UNSAT,1.397266,328,6923,UNSAT,1.886421,444,9230
57,randN75_K3_R4.3_L323_265.cnf,75,323,,5e-06,UNSAT,33.728568,2840,48446,UNSAT,0.221754,69,1731,UNSAT,0.358448,125,2740,UNSAT,0.548981,166,3358,UNSAT,0.68844,246,4602
58,randN75_K3_R4.3_L323_238.cnf,75,323,,4e-06,UNSAT,9.50942,1444,23928,UNSAT,0.300362,91,2251,UNSAT,0.378867,127,2917,UNSAT,0.640087,164,3879,UNSAT,0.716104,238,4691
59,randN75_K3_R4.3_L323_124.cnf,75,323,,3e-06,UNSAT,18.42447,2013,33844,UNSAT,0.372001,115,2594,UNSAT,0.357318,124,2833,UNSAT,0.463506,132,3080,UNSAT,0.530765,189,3590
60,randN75_K3_R4.3_L323_260.cnf,75,323,,4e-06,UNSAT,28.299915,2650,43251,UNSAT,0.502872,151,3349,UNSAT,0.478922,154,3548,UNSAT,0.418145,118,2758,UNSAT,0.459441,159,3308
61,randN75_K3_R4.3_L323_103.cnf,75,323,,4e-06,UNSAT,15.00534,1835,29904,UNSAT,0.411933,127,2676,UNSAT,1.142072,297,6586,UNSAT,0.585358,171,3428,UNSAT,1.548655,393,7573
62,randN75_K3_R4.3_L323_246.cnf,75,323,,4e-06,UNSAT,5.70857,1106,17913,UNSAT,0.303325,89,2287,UNSAT,0.4644,174,3224,UNSAT,0.415383,134,2706,UNSAT,0.552568,182,4132
63,randN75_K3_R4.3_L323_168.cnf,75,323,,4e-06,UNSAT,20.82315,2169,36170,UNSAT,0.32624,98,2360,UNSAT,0.353356,127,2793,UNSAT,0.316063,98,2160,UNSAT,0.327932,121,2704
64,randN75_K3_R4.3_L323_178.cnf,75,323,,4e-06,UNSAT,5.821401,1124,17974,UNSAT,0.396961,125,2690,UNSAT,0.379035,131,2913,UNSAT,0.362129,112,2392,UNSAT,0.33673,138,2418
65,randN75_K3_R4.3_L323_146.cnf,75,323,,4e-06,UNSAT,5.479712,1079,17495,UNSAT,0.257517,83,1860,UNSAT,0.375479,131,2644,UNSAT,0.389752,118,2618,UNSAT,0.440067,164,3235
66,randN75_K3_R4.3_L323_285.cnf,75,323,,4e-06,UNSAT,15.974242,1888,31724,UNSAT,0.432543,127,2859,UNSAT,0.461273,150,3415,UNSAT,0.506225,155,3040,UNSAT,0.525841,186,3526
67,randN75_K3_R4.3_L323_159.cnf,75,323,,4e-06,UNSAT,9.755967,1498,24239,UNSAT,0.370771,112,2609,UNSAT,0.695687,210,4528,UNSAT,0.616529,182,3903,UNSAT,0.621029,220,4283
68,randN75_K3_R4.3_L323_15.cnf,75,323,,4e-06,UNSAT,50.379191,3292,58856,UNSAT,0.809579,194,4837,UNSAT,2.071491,449,9344,UNSAT,2.958178,512,11958,UNSAT,1.554499,384,7669
69,randN75_K3_R4.3_L323_167.cnf,75,323,,4e-06,UNSAT,36.473773,2828,49609,UNSAT,0.509869,141,3303,UNSAT,0.753285,216,4912,UNSAT,0.824939,206,4308,UNSAT,0.996706,289,5805
70,randN75_K3_R4.3_L323_225.cnf,75,323,,4e-06,UNSAT,5.140034,1024,16642,UNSAT,0.35278,102,2645,UNSAT,0.372637,135,2857,UNSAT,0.369274,112,2487,UNSAT,0.384329,147,2892
71,randN75_K3_R4.3_L323_116.cnf,75,323,,4e-06,UNSAT,5.697569,1083,17087,UNSAT,0.306159,98,2218,UNSAT,0.477399,157,3486,UNSAT,0.591257,173,3478,UNSAT,1.240237,329,6576
72,randN75_K3_R4.3_L323_259.cnf,75,323,,4e-06,UNSAT,65.004525,3720,66974,UNSAT,0.73881,183,4475,UNSAT,0.620501,199,4642,UNSAT,0.942801,242,5326,UNSAT,0.672079,238,4362
73,randN75_K3_R4.3_L323_286.cnf,75,323,,4e-06,UNSAT,27.920837,2646,43316,UNSAT,0.265193,81,1910,UNSAT,0.484149,153,3415,UNSAT,0.6192,188,3605,UNSAT,0.515711,198,3665
74,randN75_K3_R4.3_L323_142.cnf,75,323,,5e-06,UNSAT,22.733949,2294,37325,UNSAT,0.276889,90,1933,UNSAT,0.575471,196,3946,UNSAT,1.057904,297,5596,UNSAT,0.770755,243,4452
75,randN75_K3_R4.3_L323_227.cnf,75,323,,5e-06,UNSAT,3.562365,832,13248,UNSAT,0.145155,47,1184,UNSAT,0.508172,185,3510,UNSAT,0.906096,238,4939,UNSAT,0.745426,249,4648
76,randN75_K3_R4.3_L323_191.cnf,75,322,,4e-06,UNSAT,19.581776,2139,35808,UNSAT,0.516524,145,3314,UNSAT,0.687823,213,4358,UNSAT,0.776616,214,4495,UNSAT,0.770581,231,5039
77,randN75_K3_R4.3_L323_179.cnf,75,323,,4e-06,UNSAT,19.18866,2122,34204,UNSAT,0.447518,130,2973,UNSAT,0.431971,155,3329,UNSAT,0.616662,168,3693,UNSAT,0.854507,260,5354
78,randN75_K3_R4.3_L323_201.cnf,75,323,,4e-06,UNSAT,11.141613,1559,25789,UNSAT,0.265359,84,1880,UNSAT,0.30369,97,2483,UNSAT,0.401743,127,2658,UNSAT,0.361244,132,2833
79,randN75_K3_R4.3_L323_16.cnf,75,322,,4e-06,UNSAT,34.480126,2693,47132,UNSAT,0.509608,133,3205,UNSAT,0.499417,149,3631,UNSAT,0.735069,187,4494,UNSAT,0.973305,263,5653
80,randN75_K3_R4.3_L323_269.cnf,75,323,,4e-06,UNSAT,23.039823,2165,38297,UNSAT,0.979924,232,5293,UNSAT,1.21703,314,6684,UNSAT,0.990828,247,4855,UNSAT,1.4238,362,7318
81,randN75_K3_R4.3_L323_240.cnf,75,323,,4e-06,UNSAT,7.928877,1359,21776,UNSAT,0.360469,108,2448,UNSAT,0.302122,128,2534,UNSAT,0.372705,137,2226,UNSAT,0.669791,217,4184
82,randN75_K3_R4.3_L323_267.cnf,75,322,,4e-06,UNSAT,19.812771,2114,35472,UNSAT,0.403624,123,2660,UNSAT,0.520444,178,3842,UNSAT,0.596245,186,3728,UNSAT,0.445297,161,3352
83,randN75_K3_R4.3_L323_123.cnf,75,323,,1.5e-05,UNSAT,17.738952,2020,33673,UNSAT,0.364041,112,2618,UNSAT,0.476067,156,3610,UNSAT,0.414155,122,2503,UNSAT,0.398346,142,2785
84,randN75_K3_R4.3_L323_216.cnf,75,323,,5e-06,UNSAT,20.591583,2089,35908,UNSAT,0.442863,126,3064,UNSAT,0.649608,193,4443,UNSAT,0.732567,206,4231,UNSAT,0.742049,225,4736
85,randN75_K3_R4.3_L323_250.cnf,75,323,,4e-06,UNSAT,9.982309,1564,23952,UNSAT,0.331843,104,2355,UNSAT,0.587953,196,4044,UNSAT,0.421391,143,2852,UNSAT,0.351744,155,2539
86,randN75_K3_R4.3_L323_144.cnf,75,323,,4e-06,UNSAT,13.726008,1756,27976,UNSAT,0.577936,163,3750,UNSAT,0.813503,236,5179,UNSAT,0.905954,249,4850,UNSAT,1.21887,337,6453
87,randN75_K3_R4.3_L323_180.cnf,75,323,,4e-06,UNSAT,13.658147,1685,28578,UNSAT,0.393482,119,2801,UNSAT,0.667203,223,4422,UNSAT,0.842072,222,4818,UNSAT,0.450856,162,3103
88,randN75_K3_R4.3_L323_126.cnf,75,323,,4e-06,UNSAT,13.003464,1779,28126,UNSAT,0.355746,107,2615,UNSAT,0.358062,121,2874,UNSAT,0.331546,103,2253,UNSAT,0.474656,180,3364
89,randN75_K3_R4.3_L323_153.cnf,75,323,,4e-06,UNSAT,8.031767,1330,21242,UNSAT,0.348452,112,2623,UNSAT,0.236311,92,2080,UNSAT,0.416781,126,2726,UNSAT,0.385035,144,2903
90,randN75_K3_R4.3_L323_196.cnf,75,323,,4e-06,UNSAT,15.081784,1807,30497,UNSAT,0.616009,170,3903,UNSAT,0.527036,192,3538,UNSAT,0.814182,212,4320,UNSAT,0.897219,275,5517
91,randN75_K3_R4.3_L323_23.cnf,75,323,,4e-06,UNSAT,16.565321,1905,32693,UNSAT,0.360569,104,2624,UNSAT,0.364667,131,2852,UNSAT,0.359004,114,2505,UNSAT,0.423974,147,3057
92,randN75_K3_R4.3_L323_156.cnf,75,323,,4e-06,UNSAT,3.868649,874,13796,UNSAT,0.321884,99,2220,UNSAT,0.278188,92,2212,UNSAT,0.407797,117,2630,UNSAT,0.355467,136,2630
93,randN75_K3_R4.3_L323_170.cnf,75,323,,4e-06,UNSAT,9.754197,1500,24223,UNSAT,0.356309,113,2516,UNSAT,0.449599,141,3175,UNSAT,0.445046,140,2584,UNSAT,0.443701,153,3165
94,randN75_K3_R4.3_L323_233.cnf,75,323,,4e-06,UNSAT,18.059679,1935,34007,UNSAT,0.819039,212,4443,UNSAT,0.630453,187,4170,UNSAT,0.769751,198,4312,UNSAT,0.541603,165,3445
95,randN75_K3_R4.3_L323_121.cnf,75,323,,4e-06,UNSAT,9.674756,1515,24106,UNSAT,0.155771,55,1200,UNSAT,0.421299,156,2888,UNSAT,0.473974,139,2901,UNSAT,0.419288,163,3081
96,randN75_K3_R4.3_L323_209.cnf,75,323,,4e-06,UNSAT,17.010012,1900,33255,UNSAT,0.667041,181,4126,UNSAT,0.799773,231,5297,UNSAT,1.035759,247,5658,UNSAT,1.581809,414,7894
97,randN75_K3_R4.3_L323_194.cnf,75,323,,4e-06,UNSAT,20.620802,2086,36068,UNSAT,0.562783,147,3321,UNSAT,1.042966,272,5834,UNSAT,1.662686,361,7409,UNSAT,1.210864,311,6413
98,randN75_K3_R4.3_L323_137.cnf,75,323,,4e-06,UNSAT,14.382848,1789,29519,UNSAT,0.440077,118,2983,UNSAT,0.393017,141,3118,UNSAT,0.485322,146,3011,UNSAT,0.534642,191,3683
99,randN75_K3_R4.3_L323_133.cnf,75,323,,4e-06,UNSAT,13.903276,1793,29438,UNSAT,0.299451,92,2247,UNSAT,0.300401,108,2528,UNSAT,0.422776,133,2732,UNSAT,0.380432,142,2749
