,filename,variables,clauses,SAT,time_cryptosat,result_two_clause,time_two_clause,branches_two_clause,implications_two_clause,result_max_freq,time_max_freq,branches_max_freq,implications_max_freq,result_DLCS,time_DLCS,branches_DLCS,implications_DLCS,result_VSIDS,time_VSIDS,branches_VSIDS,implications_VSIDS
11,randN125_K3_R4.3_L538_237.cnf,125,538,False,0.017075,UNSAT,10.035908,776,23720,UNSAT,82.363937,2795,84588,UNSAT,56.671706,2209,66765,UNSAT,69.045732,2653,76558
12,randN125_K3_R4.3_L538_187.cnf,125,538,False,0.022733,UNSAT,37.458829,1655,51546,UNSAT,193.133924,4158,136785,UNSAT,248.058365,4847,143547,UNSAT,150.093219,4059,116187
13,randN125_K3_R4.3_L538_245.cnf,125,538,False,0.003009,UNSAT,4.945839,514,15943,UNSAT,30.662881,1612,50679,UNSAT,9.329685,804,23074,UNSAT,17.645286,1295,36788
14,randN125_K3_R4.3_L538_181.cnf,125,538,False,0.006435,UNSAT,14.122077,979,30127,UNSAT,13.123934,1065,31686,UNSAT,17.432904,1165,35283,UNSAT,30.855178,1744,51795
15,randN125_K3_R4.3_L538_191.cnf,125,538,False,0.01073,UNSAT,22.593099,1261,39286,UNSAT,26.566029,1451,47262,UNSAT,88.53241,3018,82962,UNSAT,22.834816,1459,42172
16,randN125_K3_R4.3_L538_233.cnf,125,538,False,0.00386,UNSAT,5.175785,538,15920,UNSAT,21.048546,1377,40710,UNSAT,18.510931,1248,35050,UNSAT,16.720711,1306,35463
17,randN125_K3_R4.3_L538_249.cnf,125,537,False,0.007167,UNSAT,9.367426,765,23220,UNSAT,22.481363,1440,42149,UNSAT,24.699576,1440,42058,UNSAT,25.263289,1574,44033
18,randN125_K3_R4.3_L538_161.cnf,125,538,False,0.004865,UNSAT,12.048772,916,27894,UNSAT,25.018116,1515,45174,UNSAT,21.152045,1359,37478,UNSAT,36.211194,2003,52891
19,randN125_K3_R4.3_L538_228.cnf,125,538,False,0.00721,UNSAT,8.954752,737,22244,UNSAT,24.712993,1481,45508,UNSAT,25.02233,1429,41439,UNSAT,27.745466,1608,48006
20,randN125_K3_R4.3_L538_194.cnf,125,538,False,0.010666,UNSAT,16.259267,1024,33332,UNSAT,29.059052,1559,51111,UNSAT,30.135319,1624,48518,UNSAT,32.193129,1757,51442
21,randN125_K3_R4.3_L538_2.cnf,125,538,False,0.011573,UNSAT,20.940211,1227,37683,UNSAT,68.788031,2588,78162,UNSAT,82.088654,2836,79956,UNSAT,51.888851,2363,66078
22,randN125_K3_R4.3_L538_236.cnf,125,538,False,0.006467,UNSAT,8.400526,697,21665,UNSAT,22.299171,1390,42906,UNSAT,44.043653,1989,57310,UNSAT,34.684574,1912,54069
23,randN125_K3_R4.3_L538_263.cnf,125,538,False,0.005533,UNSAT,12.744377,911,27997,UNSAT,30.839251,1551,50141,UNSAT,27.076274,1476,44997,UNSAT,26.89894,1670,45283
24,randN125_K3_R4.3_L538_18.cnf,125,538,False,0.007224,UNSAT,11.36232,824,26602,UNSAT,24.146685,1343,46419,UNSAT,19.708145,1196,37003,UNSAT,18.984493,1341,37799
25,randN125_K3_R4.3_L538_156.cnf,125,538,False,0.004269,UNSAT,16.361144,1072,33192,UNSAT,23.371958,1367,44222,UNSAT,11.50995,912,26275,UNSAT,11.830386,1062,28949
26,randN125_K3_R4.3_L538_186.cnf,125,538,False,0.009521,UNSAT,35.612974,1603,51365,UNSAT,23.644287,1361,45570,UNSAT,39.403086,1839,55721,UNSAT,26.139263,1538,46557
27,randN125_K3_R4.3_L538_184.cnf,125,538,False,0.010507,UNSAT,17.982059,1098,34704,UNSAT,157.663464,3945,116823,UNSAT,69.489197,2649,73323,UNSAT,66.54453,2648,75839
28,randN125_K3_R4.3_L538_147.cnf,125,538,False,0.011339,UNSAT,13.202866,918,29157,UNSAT,33.306473,1636,55308,UNSAT,40.744053,1859,55464,UNSAT,46.40214,2252,63430
29,randN125_K3_R4.3_L538_178.cnf,125,538,False,0.005282,UNSAT,9.833414,803,24461,UNSAT,28.633526,1619,50746,UNSAT,47.914863,2200,60085,UNSAT,38.139243,1981,56339
30,randN125_K3_R4.3_L538_22.cnf,125,538,False,0.008075,UNSAT,17.858522,1135,35097,UNSAT,37.777469,1870,56642,UNSAT,66.631517,2542,73426,UNSAT,42.306397,2094,59984
31,randN125_K3_R4.3_L538_241.cnf,125,538,False,0.013422,UNSAT,14.346353,906,30426,UNSAT,74.134701,2592,84554,UNSAT,64.86044,2470,71809,UNSAT,79.461147,2734,82894
32,randN125_K3_R4.3_L538_248.cnf,125,537,False,0.005668,UNSAT,7.508557,662,20725,UNSAT,29.118567,1671,48821,UNSAT,28.193176,1529,45455,UNSAT,13.946056,1126,31693
33,randN125_K3_R4.3_L538_167.cnf,125,538,False,0.006621,UNSAT,18.560067,1129,35722,UNSAT,35.031213,1683,57181,UNSAT,33.572546,1640,49897,UNSAT,20.312354,1394,39348
34,randN125_K3_R4.3_L538_123.cnf,125,538,False,0.010351,UNSAT,10.471746,803,24882,UNSAT,70.473158,2598,81662,UNSAT,40.273151,1882,56383,UNSAT,64.059073,2628,75109
35,randN125_K3_R4.3_L538_221.cnf,125,537,False,0.011789,UNSAT,47.691546,1859,60816,UNSAT,78.414185,2675,87286,UNSAT,48.015338,2041,64786,UNSAT,46.561552,2138,65446
36,randN125_K3_R4.3_L538_145.cnf,125,538,False,0.003501,UNSAT,6.248653,603,18281,UNSAT,10.52983,928,29209,UNSAT,12.531267,966,29087,UNSAT,13.04553,1104,32327
37,randN125_K3_R4.3_L538_232.cnf,125,538,False,0.007183,UNSAT,9.332127,756,24177,UNSAT,50.424981,2017,70483,UNSAT,33.692709,1671,49705,UNSAT,93.012062,3124,90479
38,randN125_K3_R4.3_L538_140.cnf,125,538,False,0.005928,UNSAT,16.233424,1054,33056,UNSAT,36.973744,1958,55637,UNSAT,25.088591,1482,42181,UNSAT,18.954367,1355,38375
39,randN125_K3_R4.3_L538_196.cnf,125,538,False,0.004793,UNSAT,20.740682,1218,38361,UNSAT,21.43794,1322,41847,UNSAT,19.963169,1319,37325,UNSAT,23.223411,1494,42617
40,randN125_K3_R4.3_L538_214.cnf,125,538,False,0.003449,UNSAT,9.214281,771,23466,UNSAT,31.90994,1807,54002,UNSAT,19.060785,1350,34718,UNSAT,17.209955,1281,35681
41,randN125_K3_R4.3_L538_26.cnf,125,538,False,0.007264,UNSAT,13.410362,965,28659,UNSAT,81.159994,2848,87646,UNSAT,67.279982,2488,71433,UNSAT,61.487085,2605,73675
42,randN125_K3_R4.3_L538_166.cnf,125,538,False,0.00579,UNSAT,10.241958,802,25404,UNSAT,44.35198,1947,60259,UNSAT,34.569709,1778,50837,UNSAT,24.671013,1613,44537
43,randN125_K3_R4.3_L538_243.cnf,125,538,False,0.013303,UNSAT,32.348898,1520,49630,UNSAT,94.854808,2843,97462,UNSAT,113.030694,3287,98721,UNSAT,92.771403,2998,93526
44,randN125_K3_R4.3_L538_185.cnf,125,537,False,0.008661,UNSAT,29.855371,1475,47474,UNSAT,28.543844,1593,47661,UNSAT,35.399563,1619,51282,UNSAT,39.275427,1977,57253
45,randN125_K3_R4.3_L538_190.cnf,125,538,False,0.008161,UNSAT,7.390588,659,19831,UNSAT,30.505291,1734,49783,UNSAT,25.169069,1477,42577,UNSAT,30.349694,1791,49131
46,randN125_K3_R4.3_L538_109.cnf,125,538,False,0.016402,UNSAT,38.326184,1678,53469,UNSAT,186.734813,4047,123475,UNSAT,122.302331,3381,105685,UNSAT,118.511673,3613,103429
47,randN125_K3_R4.3_L538_15.cnf,125,538,False,0.006518,UNSAT,9.946286,783,24119,UNSAT,25.362884,1440,45680,UNSAT,32.333855,1635,49103,UNSAT,19.166991,1347,37937
48,randN125_K3_R4.3_L538_21.cnf,125,538,False,0.007567,UNSAT,10.372645,831,24723,UNSAT,36.752655,1857,57304,UNSAT,33.021594,1762,48908,UNSAT,19.88004,1358,37688
49,randN125_K3_R4.3_L538_246.cnf,125,537,False,0.006029,UNSAT,5.308129,529,16132,UNSAT,27.176549,1538,48078,UNSAT,33.548206,1738,49708,UNSAT,34.562481,1891,52401
50,randN125_K3_R4.3_L538_205.cnf,125,538,False,0.008362,UNSAT,13.473341,947,29466,UNSAT,52.229387,2360,70492,UNSAT,56.510217,2285,65286,UNSAT,45.632665,2113,60488
51,randN125_K3_R4.3_L538_157.cnf,125,538,False,0.005507,UNSAT,18.003851,1155,35086,UNSAT,35.307697,1907,56164,UNSAT,26.71923,1602,44854,UNSAT,21.662852,1536,41201
52,randN125_K3_R4.3_L538_143.cnf,125,538,False,0.006157,UNSAT,16.454288,1081,34004,UNSAT,26.672465,1579,46133,UNSAT,22.928179,1391,39955,UNSAT,26.650145,1592,46439
53,randN125_K3_R4.3_L538_106.cnf,125,538,False,0.006021,UNSAT,13.205641,936,29937,UNSAT,44.662934,2191,62215,UNSAT,25.776456,1520,44540,UNSAT,21.819668,1491,43400
54,randN125_K3_R4.3_L538_164.cnf,125,538,False,0.009968,UNSAT,7.882035,674,21890,UNSAT,27.355201,1616,47823,UNSAT,26.621493,1599,44660,UNSAT,56.8253,2403,72410
55,randN125_K3_R4.3_L538_260.cnf,125,538,False,0.00592,UNSAT,10.077379,792,25434,UNSAT,25.63346,1446,45028,UNSAT,20.480593,1290,38427,UNSAT,31.317806,1707,53201
56,randN125_K3_R4.3_L538_102.cnf,125,538,False,0.004797,UNSAT,17.670127,1084,35678,UNSAT,23.082413,1431,44752,UNSAT,24.858978,1475,43091,UNSAT,30.887319,1839,52665
57,randN125_K3_R4.3_L538_179.cnf,125,538,False,0.010547,UNSAT,16.721207,1071,34572,UNSAT,48.042007,2101,67861,UNSAT,45.058564,2003,61170,UNSAT,41.655194,2057,59046
58,randN125_K3_R4.3_L538_144.cnf,125,538,False,0.004683,UNSAT,24.486422,1339,41143,UNSAT,47.820131,2087,61651,UNSAT,41.87001,1955,56846,UNSAT,32.809096,1854,49659
59,randN125_K3_R4.3_L538_153.cnf,125,538,False,0.017719,UNSAT,54.896058,2038,67395,UNSAT,99.428836,2978,95566,UNSAT,66.942832,2387,74437,UNSAT,124.425991,3647,109032
60,randN125_K3_R4.3_L538_107.cnf,125,538,False,0.009004,UNSAT,25.609487,1337,42438,UNSAT,36.982709,1855,54880,UNSAT,41.288584,1864,54406,UNSAT,37.924771,1860,55473
61,randN125_K3_R4.3_L538_158.cnf,125,537,False,0.004689,UNSAT,10.816854,845,26414,UNSAT,9.227842,838,26160,UNSAT,6.964556,670,19849,UNSAT,12.422082,1086,29422
62,randN125_K3_R4.3_L538_222.cnf,125,538,False,0.014105,UNSAT,26.853468,1390,43578,UNSAT,74.636851,2560,78854,UNSAT,122.889484,3449,102171,UNSAT,84.768199,3051,86029
63,randN125_K3_R4.3_L538_215.cnf,125,538,False,0.012685,UNSAT,29.320575,1438,45012,UNSAT,73.59114,2610,81230,UNSAT,47.258301,2108,60510,UNSAT,65.208456,2669,74597
64,randN125_K3_R4.3_L538_242.cnf,125,538,False,0.00627,UNSAT,9.438657,738,23472,UNSAT,19.145147,1259,39844,UNSAT,36.865254,1795,52054,UNSAT,32.074373,1805,50919
65,randN125_K3_R4.3_L538_216.cnf,125,538,False,0.010273,UNSAT,23.304463,1261,40894,UNSAT,130.668093,3450,115127,UNSAT,41.996442,1928,56648,UNSAT,71.605178,2659,80020
66,randN125_K3_R4.3_L538_117.cnf,125,538,False,0.004388,UNSAT,17.613538,1100,34892,UNSAT,23.246413,1420,44794,UNSAT,17.445795,1182,36354,UNSAT,22.462137,1434,42376
67,randN125_K3_R4.3_L538_132.cnf,125,537,False,0.005345,UNSAT,8.957561,743,22546,UNSAT,20.807661,1428,40974,UNSAT,22.272271,1387,39127,UNSAT,16.559366,1275,35221
68,randN125_K3_R4.3_L538_25.cnf,125,538,False,0.007174,UNSAT,9.38193,742,24263,UNSAT,56.117545,2275,74279,UNSAT,38.827039,1807,57058,UNSAT,37.480689,1980,56929
69,randN125_K3_R4.3_L538_259.cnf,125,538,False,0.004701,UNSAT,18.047963,1141,35696,UNSAT,42.804249,2022,62515,UNSAT,25.362559,1521,41719,UNSAT,26.035968,1613,46613
70,randN125_K3_R4.3_L538_169.cnf,125,538,False,0.006556,UNSAT,14.364902,990,30050,UNSAT,29.271872,1586,52076,UNSAT,28.803891,1556,48350,UNSAT,28.698086,1680,49800
71,randN125_K3_R4.3_L538_10.cnf,125,538,False,0.006691,UNSAT,11.93688,887,26866,UNSAT,100.404588,3193,98749,UNSAT,47.031816,2127,60232,UNSAT,58.894889,2510,71799
72,randN125_K3_R4.3_L538_163.cnf,125,538,False,0.00717,UNSAT,49.947111,1954,62346,UNSAT,30.789298,1664,51592,UNSAT,26.924263,1501,42760,UNSAT,23.206458,1511,41745
73,randN125_K3_R4.3_L538_24.cnf,125,538,False,0.006588,UNSAT,11.811754,881,27450,UNSAT,17.568205,1204,37670,UNSAT,24.046539,1405,43558,UNSAT,50.323195,2275,64298
74,randN125_K3_R4.3_L538_231.cnf,125,538,False,0.009015,UNSAT,8.774989,739,22239,UNSAT,44.728748,1978,62746,UNSAT,42.38799,1865,56426,UNSAT,48.409989,2210,64111
75,randN125_K3_R4.3_L538_226.cnf,125,538,False,0.003943,UNSAT,11.231796,881,25920,UNSAT,45.662454,2028,59749,UNSAT,37.928182,1865,53141,UNSAT,15.329014,1240,34265
76,randN125_K3_R4.3_L538_257.cnf,125,538,False,0.008469,UNSAT,15.062503,986,31343,UNSAT,86.887456,2809,91442,UNSAT,49.562429,2124,62859,UNSAT,42.638664,2118,59437
77,randN125_K3_R4.3_L538_115.cnf,125,538,False,0.005152,UNSAT,5.63097,551,17042,UNSAT,19.290874,1299,38674,UNSAT,16.707473,1203,32840,UNSAT,12.783364,1095,29731
78,randN125_K3_R4.3_L538_125.cnf,125,538,False,0.007294,UNSAT,29.496222,1477,46632,UNSAT,69.287178,2478,81337,UNSAT,41.066969,1906,57044,UNSAT,31.288924,1796,51718
79,randN125_K3_R4.3_L538_253.cnf,125,538,False,0.009558,UNSAT,19.101055,1135,36392,UNSAT,68.073699,2582,83316,UNSAT,46.136706,2079,60913,UNSAT,53.908975,2342,70235
80,randN125_K3_R4.3_L538_113.cnf,125,538,False,0.007874,UNSAT,28.918286,1429,46003,UNSAT,25.800767,1524,45805,UNSAT,25.292145,1472,43394,UNSAT,33.649038,1778,53655
81,randN125_K3_R4.3_L538_183.cnf,125,538,False,0.015639,UNSAT,69.758139,2384,73274,UNSAT,156.520022,3750,118832,UNSAT,61.987787,2315,68113,UNSAT,72.764936,2784,74579
82,randN125_K3_R4.3_L538_141.cnf,125,538,False,0.013902,UNSAT,10.765193,783,26138,UNSAT,40.108034,1882,60896,UNSAT,39.224141,1811,54851,UNSAT,37.078915,1885,58008
83,randN125_K3_R4.3_L538_138.cnf,125,538,False,0.012877,UNSAT,9.096421,727,23505,UNSAT,78.124476,2633,86979,UNSAT,41.835123,1867,56075,UNSAT,51.676349,2290,67946
84,randN125_K3_R4.3_L538_120.cnf,125,538,False,0.005661,UNSAT,6.456109,602,18944,UNSAT,9.722776,863,26658,UNSAT,13.433902,984,28995,UNSAT,18.59734,1281,35829
85,randN125_K3_R4.3_L538_0.cnf,125,538,False,0.00367,UNSAT,6.018063,581,18014,UNSAT,21.52449,1305,42317,UNSAT,23.984096,1445,40990,UNSAT,13.451785,1125,31226
86,randN125_K3_R4.3_L538_256.cnf,125,538,False,0.006197,UNSAT,10.672459,793,25927,UNSAT,21.270785,1349,42621,UNSAT,34.750186,1633,51760,UNSAT,23.059404,1511,42255
87,randN125_K3_R4.3_L538_239.cnf,125,538,False,0.006773,UNSAT,17.004591,1098,33929,UNSAT,16.571548,1194,36425,UNSAT,12.296964,999,28292,UNSAT,13.205972,1178,31387
88,randN125_K3_R4.3_L538_110.cnf,125,538,False,0.010463,UNSAT,11.531759,849,27072,UNSAT,81.144037,2860,86222,UNSAT,58.831242,2302,67407,UNSAT,83.355256,3013,85924
89,randN125_K3_R4.3_L538_264.cnf,125,538,False,0.012441,UNSAT,48.171101,1911,62133,UNSAT,51.2391,2110,70539,UNSAT,62.307597,2324,72316,UNSAT,67.208463,2651,77800
90,randN125_K3_R4.3_L538_251.cnf,125,538,False,0.006726,UNSAT,26.082391,1372,43377,UNSAT,76.222497,2597,84189,UNSAT,73.186122,2533,79096,UNSAT,64.127165,2600,76325
91,randN125_K3_R4.3_L538_211.cnf,125,538,False,0.004652,UNSAT,14.449195,975,30526,UNSAT,41.479074,1870,60326,UNSAT,13.792191,1038,29976,UNSAT,18.989661,1324,39019
92,randN125_K3_R4.3_L538_127.cnf,125,538,False,0.012728,UNSAT,23.525897,1293,40118,UNSAT,126.359981,3393,104915,UNSAT,121.388608,3205,101047,UNSAT,157.793936,4112,118809
93,randN125_K3_R4.3_L538_131.cnf,125,538,False,0.005551,UNSAT,12.843198,934,28996,UNSAT,25.235948,1527,44884,UNSAT,48.684758,2206,60835,UNSAT,25.177422,1550,43905
94,randN125_K3_R4.3_L538_104.cnf,125,538,False,0.010787,UNSAT,26.199173,1341,43765,UNSAT,70.847855,2399,78681,UNSAT,60.728702,2278,70498,UNSAT,51.066364,2224,67241
95,randN125_K3_R4.3_L538_103.cnf,125,538,False,0.005632,UNSAT,30.320093,1516,46692,UNSAT,21.333243,1415,40407,UNSAT,21.627064,1365,38684,UNSAT,22.034534,1564,40254
96,randN125_K3_R4.3_L538_112.cnf,125,538,False,0.004011,UNSAT,6.514734,629,19098,UNSAT,25.030511,1573,45715,UNSAT,21.243046,1343,39540,UNSAT,12.72287,1137,30780
97,randN125_K3_R4.3_L538_189.cnf,125,538,False,0.005604,UNSAT,5.740636,569,18102,UNSAT,21.685142,1449,41298,UNSAT,20.906358,1375,36464,UNSAT,18.391835,1318,37332
98,randN125_K3_R4.3_L538_114.cnf,125,538,False,0.019712,UNSAT,44.553287,1807,57575,UNSAT,210.832075,4319,137631,UNSAT,103.569048,3066,91183,UNSAT,100.026622,3316,94994
99,randN125_K3_R4.3_L538_230.cnf,125,538,False,0.004174,UNSAT,5.268622,527,16354,UNSAT,9.800246,901,25232,UNSAT,11.759704,936,27601,UNSAT,9.026773,878,23711
