,filename,variables,clauses,SAT,time_cryptosat,result_random,time_random,branches_random,implications_random,result_two_clause,time_two_clause,branches_two_clause,implications_two_clause,result_max_freq,time_max_freq,branches_max_freq,implications_max_freq,result_DLCS,time_DLCS,branches_DLCS,implications_DLCS,result_VSIDS,time_VSIDS,branches_VSIDS,implications_VSIDS
12,randN50_K3_R4.3_L215_288.cnf,50,215,True,7.2e-05,SAT,0.291739,186,2513,SAT,0.044893,30,511,SAT,0.030366,29,392,SAT,0.012294,15,62,SAT,0.02078,21,198
13,randN50_K3_R4.3_L215_67.cnf,50,215,True,0.000165,SAT,0.138247,112,1269,SAT,0.040446,30,400,SAT,0.01274,17,116,SAT,0.076717,45,617,SAT,0.114399,86,1255
14,randN50_K3_R4.3_L215_27.cnf,50,215,True,5.5e-05,SAT,0.041365,42,461,SAT,0.046429,33,462,SAT,0.028536,32,312,SAT,0.023291,27,117,SAT,0.006927,16,35
15,randN50_K3_R4.3_L215_161.cnf,50,215,True,0.000163,SAT,0.1159,87,1243,SAT,0.013332,12,130,SAT,0.019173,17,221,SAT,0.039791,25,369,SAT,0.034832,35,374
16,randN50_K3_R4.3_L215_47.cnf,50,215,True,0.000228,SAT,0.515292,281,3721,SAT,0.090908,57,793,SAT,0.08389,67,943,SAT,0.032164,30,278,SAT,0.008933,26,41
17,randN50_K3_R4.3_L215_157.cnf,50,215,True,6.1e-05,SAT,0.553656,310,4119,SAT,0.006232,9,50,SAT,0.065198,39,733,SAT,0.068559,39,681,SAT,0.058586,48,646
18,randN50_K3_R4.3_L215_9.cnf,50,215,True,4.3e-05,SAT,0.016861,22,148,SAT,0.046119,35,400,SAT,0.018999,14,254,SAT,0.024848,24,202,SAT,0.007943,21,61
19,randN50_K3_R4.3_L215_260.cnf,50,215,True,0.000139,SAT,0.157616,128,1511,SAT,0.042888,33,448,SAT,0.049717,39,554,SAT,0.060457,36,539,SAT,0.052752,47,599
20,randN50_K3_R4.3_L215_178.cnf,50,215,True,9.9e-05,SAT,0.006425,14,54,SAT,0.014158,22,75,SAT,0.016287,12,196,SAT,0.016588,14,127,SAT,0.018799,35,184
21,randN50_K3_R4.3_L215_107.cnf,50,215,True,5.7e-05,SAT,0.060765,50,668,SAT,0.01527,15,137,SAT,0.024089,29,291,SAT,0.083136,50,801,SAT,0.050289,49,515
22,randN50_K3_R4.3_L215_203.cnf,50,215,True,0.000125,SAT,0.043104,42,480,SAT,0.042364,34,385,SAT,0.036592,37,383,SAT,0.06667,46,610,SAT,0.05415,57,635
23,randN50_K3_R4.3_L215_195.cnf,50,215,True,0.00016,SAT,0.417124,229,3131,SAT,0.014939,16,136,SAT,0.012018,19,127,SAT,0.043126,39,353,SAT,0.007847,16,63
24,randN50_K3_R4.3_L215_10.cnf,50,215,True,0.000102,SAT,0.022761,25,249,SAT,0.040358,29,425,SAT,0.050774,38,646,SAT,0.033991,21,305,SAT,0.019511,22,212
25,randN50_K3_R4.3_L215_98.cnf,50,215,True,3.7e-05,SAT,0.012648,21,141,SAT,0.007776,10,41,SAT,0.006577,16,42,SAT,0.013122,15,77,SAT,0.019025,22,159
26,randN50_K3_R4.3_L215_61.cnf,50,215,True,5.1e-05,SAT,0.210608,156,1978,SAT,0.019551,17,195,SAT,0.030177,25,373,SAT,0.043805,36,377,SAT,0.022312,27,224
27,randN50_K3_R4.3_L215_204.cnf,50,215,True,7.7e-05,SAT,0.086252,68,981,SAT,0.050606,37,500,SAT,0.084514,69,891,SAT,0.083316,50,801,SAT,0.011297,23,83
28,randN50_K3_R4.3_L215_180.cnf,50,215,True,0.00018,SAT,0.161187,112,1465,SAT,0.040578,29,385,SAT,0.009964,11,132,SAT,0.041682,26,404,SAT,0.043483,40,513
29,randN50_K3_R4.3_L215_39.cnf,50,215,True,2.4e-05,SAT,0.061027,55,589,SAT,0.034138,31,324,SAT,0.018453,18,214,SAT,0.026103,22,232,SAT,0.007998,14,50
30,randN50_K3_R4.3_L215_30.cnf,50,215,True,0.000132,SAT,0.083052,72,889,SAT,0.090883,54,866,SAT,0.017149,24,172,SAT,0.051704,36,461,SAT,0.031363,40,321
31,randN50_K3_R4.3_L215_169.cnf,50,214,True,1.8e-05,SAT,0.01955,23,212,SAT,0.021395,22,194,SAT,0.028092,31,347,SAT,0.010715,20,32,SAT,0.005674,16,39
32,randN50_K3_R4.3_L215_280.cnf,50,215,True,6.6e-05,SAT,0.027379,30,288,SAT,0.047195,35,427,SAT,0.058482,50,670,SAT,0.048383,34,453,SAT,0.0437,41,476
33,randN50_K3_R4.3_L215_90.cnf,50,215,True,2.6e-05,SAT,0.081613,75,794,SAT,0.057638,39,588,SAT,0.011117,12,139,SAT,0.087368,53,837,SAT,0.092684,69,984
34,randN50_K3_R4.3_L215_40.cnf,50,215,True,5.1e-05,SAT,0.040452,40,409,SAT,0.026731,19,250,SAT,0.013838,16,186,SAT,0.056863,45,427,SAT,0.080165,73,789
35,randN50_K3_R4.3_L215_36.cnf,50,215,True,5.1e-05,SAT,0.068642,67,750,SAT,0.021875,21,181,SAT,0.04024,37,424,SAT,0.029285,26,231,SAT,0.018376,21,197
36,randN50_K3_R4.3_L215_75.cnf,50,214,True,6.4e-05,SAT,0.066423,70,734,SAT,0.03241,20,328,SAT,0.005186,12,52,SAT,0.013202,18,87,SAT,0.007848,13,67
37,randN50_K3_R4.3_L215_253.cnf,50,215,True,7.4e-05,SAT,0.253306,167,2311,SAT,0.025669,21,263,SAT,0.03628,33,419,SAT,0.009912,12,75,SAT,0.006711,14,76
38,randN50_K3_R4.3_L215_95.cnf,50,214,True,0.0001,SAT,0.157959,121,1485,SAT,0.01531,17,101,SAT,0.037086,26,233,SAT,0.040915,30,344,SAT,0.032048,32,339
39,randN50_K3_R4.3_L215_37.cnf,50,215,True,5.2e-05,SAT,0.015301,23,118,SAT,0.05371,30,535,SAT,0.050158,51,585,SAT,0.027295,21,239,SAT,0.026192,34,307
40,randN50_K3_R4.3_L215_259.cnf,50,215,True,7e-05,SAT,0.084737,77,829,SAT,0.011806,11,117,SAT,0.029353,22,346,SAT,0.028814,21,243,SAT,0.027793,25,297
41,randN50_K3_R4.3_L215_42.cnf,50,215,True,0.000156,SAT,0.00834,13,90,SAT,0.031585,28,270,SAT,0.042305,34,567,SAT,0.022825,17,213,SAT,0.030473,32,297
42,randN50_K3_R4.3_L215_266.cnf,50,215,True,6.6e-05,SAT,0.025559,32,300,SAT,0.020943,21,189,SAT,0.032863,37,377,SAT,0.070787,52,570,SAT,0.014271,27,117
43,randN50_K3_R4.3_L215_214.cnf,50,215,True,8.6e-05,SAT,0.243593,167,1974,SAT,0.072341,42,753,SAT,0.00903,18,72,SAT,0.014572,16,101,SAT,0.030618,27,370
44,randN50_K3_R4.3_L215_102.cnf,50,215,True,4.9e-05,SAT,0.042329,37,509,SAT,0.060647,38,615,SAT,0.023577,20,293,SAT,0.035363,22,347,SAT,0.042201,36,473
45,randN50_K3_R4.3_L215_38.cnf,50,215,True,0.000114,SAT,0.092679,74,1011,SAT,0.062636,39,635,SAT,0.033876,28,408,SAT,0.024042,20,271,SAT,0.010907,19,93
46,randN50_K3_R4.3_L215_49.cnf,50,215,True,4.2e-05,SAT,0.13908,110,1407,SAT,0.025526,17,287,SAT,0.005208,8,43,SAT,0.105288,61,972,SAT,0.098206,78,962
47,randN50_K3_R4.3_L215_241.cnf,50,215,True,2.2e-05,SAT,0.134725,121,1256,SAT,0.023178,20,195,SAT,0.02076,26,200,SAT,0.016441,19,99,SAT,0.015379,28,152
48,randN50_K3_R4.3_L215_242.cnf,50,214,True,3e-05,SAT,0.018754,26,187,SAT,0.008042,13,37,SAT,0.009201,15,82,SAT,0.011187,16,64,SAT,0.006413,18,34
49,randN50_K3_R4.3_L215_112.cnf,50,215,True,0.00013,SAT,0.224123,157,2056,SAT,0.074063,47,763,SAT,0.166485,101,1847,SAT,0.113146,72,1033,SAT,0.074963,61,821
50,randN50_K3_R4.3_L215_175.cnf,50,215,True,0.000156,SAT,0.014651,19,160,SAT,0.015692,16,143,SAT,0.011848,18,160,SAT,0.009007,14,38,SAT,0.01756,30,155
51,randN50_K3_R4.3_L215_21.cnf,50,215,True,9.2e-05,SAT,0.068521,64,695,SAT,0.059934,35,700,SAT,0.086262,62,986,SAT,0.03101,24,353,SAT,0.096812,69,1008
52,randN50_K3_R4.3_L215_110.cnf,50,215,True,4.1e-05,SAT,0.236037,187,2085,SAT,0.042106,32,453,SAT,0.017499,19,211,SAT,0.011643,16,47,SAT,0.00809,15,48
53,randN50_K3_R4.3_L215_287.cnf,50,214,True,0.000137,SAT,0.454366,254,3311,SAT,0.010899,10,99,SAT,0.010301,12,121,SAT,0.088612,48,871,SAT,0.065932,51,693
54,randN50_K3_R4.3_L215_279.cnf,50,215,True,1.4e-05,SAT,0.248285,180,2183,SAT,0.005809,11,41,SAT,0.044229,36,544,SAT,0.026298,22,230,SAT,0.036488,48,321
55,randN50_K3_R4.3_L215_235.cnf,50,215,True,0.00012,SAT,0.094975,75,977,SAT,0.087542,56,734,SAT,0.110124,89,1166,SAT,0.006895,10,41,SAT,0.01155,21,92
56,randN50_K3_R4.3_L215_243.cnf,50,215,True,1.8e-05,SAT,0.034121,35,339,SAT,0.009254,11,49,SAT,0.008634,12,91,SAT,0.018803,23,85,SAT,0.028921,34,290
57,randN50_K3_R4.3_L215_205.cnf,50,215,True,0.000137,SAT,0.337995,210,2880,SAT,0.048827,34,487,SAT,0.030457,27,320,SAT,0.043559,31,444,SAT,0.022524,23,246
58,randN50_K3_R4.3_L215_252.cnf,50,215,True,6.1e-05,SAT,0.175659,133,1585,SAT,0.011332,16,81,SAT,0.03606,26,508,SAT,0.056104,40,527,SAT,0.012328,17,127
59,randN50_K3_R4.3_L215_122.cnf,50,215,True,9.6e-05,SAT,0.051818,51,514,SAT,0.032635,26,313,SAT,0.016911,22,180,SAT,0.049796,36,445,SAT,0.00895,14,86
60,randN50_K3_R4.3_L215_294.cnf,50,215,True,4.7e-05,SAT,0.097032,94,1026,SAT,0.008906,8,78,SAT,0.012432,23,113,SAT,0.0212,24,160,SAT,0.006948,11,58
61,randN50_K3_R4.3_L215_299.cnf,50,215,True,0.0001,SAT,0.378375,228,2885,SAT,0.043742,33,449,SAT,0.008817,11,84,SAT,0.052756,32,521,SAT,0.009688,18,70
62,randN50_K3_R4.3_L215_66.cnf,50,215,True,6.5e-05,SAT,0.09802,81,1036,SAT,0.011019,14,65,SAT,0.005349,10,40,SAT,0.018935,20,124,SAT,0.009548,18,72
63,randN50_K3_R4.3_L215_168.cnf,50,215,True,6.8e-05,SAT,0.408711,237,3013,SAT,0.01358,17,117,SAT,0.038947,30,413,SAT,0.046669,30,420,SAT,0.007046,19,31
64,randN50_K3_R4.3_L215_254.cnf,50,215,True,0.000222,SAT,0.005086,9,42,SAT,0.010687,9,83,SAT,0.008526,12,92,SAT,0.009643,12,65,SAT,0.025816,28,275
65,randN50_K3_R4.3_L215_25.cnf,50,215,True,8.3e-05,SAT,0.21547,171,1903,SAT,0.065421,38,644,SAT,0.057305,40,739,SAT,0.044094,31,466,SAT,0.062568,54,745
66,randN50_K3_R4.3_L215_245.cnf,50,215,True,0.00011,SAT,0.23281,139,2174,SAT,0.065911,41,646,SAT,0.148008,84,1332,SAT,0.068156,43,610,SAT,0.046101,41,453
67,randN50_K3_R4.3_L215_19.cnf,50,214,True,7.1e-05,SAT,0.058613,52,658,SAT,0.005515,9,44,SAT,0.007391,12,41,SAT,0.030603,22,237,SAT,0.017991,32,171
68,randN50_K3_R4.3_L215_247.cnf,50,215,True,0.000104,SAT,0.018059,23,202,SAT,0.012218,14,87,SAT,0.075477,54,891,SAT,0.031828,28,302,SAT,0.074196,61,811
69,randN50_K3_R4.3_L215_170.cnf,50,215,True,5.5e-05,SAT,0.318635,190,2680,SAT,0.043519,29,422,SAT,0.030627,33,349,SAT,0.033715,32,305,SAT,0.05681,51,578
70,randN50_K3_R4.3_L215_73.cnf,50,215,True,8.1e-05,SAT,0.023211,32,209,SAT,0.044543,34,434,SAT,0.011989,22,120,SAT,0.01356,17,90,SAT,0.01073,31,54
71,randN50_K3_R4.3_L215_62.cnf,50,215,True,0.000147,SAT,0.393039,224,3123,SAT,0.032948,25,338,SAT,0.021919,19,231,SAT,0.083713,52,785,SAT,0.012929,16,122
72,randN50_K3_R4.3_L215_182.cnf,50,215,True,6.9e-05,SAT,0.038565,48,433,SAT,0.01101,13,79,SAT,0.014167,21,128,SAT,0.035326,40,221,SAT,0.00863,29,38
73,randN50_K3_R4.3_L215_31.cnf,50,215,True,2.7e-05,SAT,0.16764,130,1649,SAT,0.031914,26,341,SAT,0.023849,19,323,SAT,0.025827,19,285,SAT,0.046056,37,530
74,randN50_K3_R4.3_L215_271.cnf,50,215,True,0.000116,SAT,0.385731,210,3186,SAT,0.022778,16,224,SAT,0.135237,98,1421,SAT,0.08465,54,768,SAT,0.066615,54,752
75,randN50_K3_R4.3_L215_273.cnf,50,215,True,1.7e-05,SAT,0.020761,31,201,SAT,0.050844,33,486,SAT,0.04321,35,431,SAT,0.016633,20,113,SAT,0.013726,29,88
76,randN50_K3_R4.3_L215_79.cnf,50,215,True,4.8e-05,SAT,0.745759,346,4653,SAT,0.022963,27,168,SAT,0.05251,46,593,SAT,0.041454,38,291,SAT,0.00977,18,90
77,randN50_K3_R4.3_L215_68.cnf,50,215,True,8.5e-05,SAT,0.129503,104,1355,SAT,0.036302,28,385,SAT,0.02117,17,265,SAT,0.061273,41,581,SAT,0.011292,13,110
78,randN50_K3_R4.3_L215_24.cnf,50,215,True,2.9e-05,SAT,0.018901,24,187,SAT,0.039328,27,411,SAT,0.023857,25,261,SAT,0.011283,18,35,SAT,0.011956,15,98
79,randN50_K3_R4.3_L215_135.cnf,50,215,True,6.6e-05,SAT,0.089069,81,948,SAT,0.015843,21,119,SAT,0.043079,42,549,SAT,0.034229,28,326,SAT,0.010981,15,108
80,randN50_K3_R4.3_L215_54.cnf,50,215,True,0.000132,SAT,0.068965,70,748,SAT,0.057878,43,548,SAT,0.054456,49,617,SAT,0.027055,24,232,SAT,0.013527,22,132
81,randN50_K3_R4.3_L215_18.cnf,50,215,True,0.000107,SAT,0.006588,14,60,SAT,0.101482,70,910,SAT,0.065705,53,777,SAT,0.109712,66,915,SAT,0.041766,48,377
82,randN50_K3_R4.3_L215_83.cnf,50,215,True,7.7e-05,SAT,0.260086,174,2203,SAT,0.035517,24,423,SAT,0.027226,26,338,SAT,0.025767,25,216,SAT,0.010373,16,92
83,randN50_K3_R4.3_L215_188.cnf,50,215,True,8.2e-05,SAT,0.526473,318,3835,SAT,0.009851,11,82,SAT,0.004011,11,40,SAT,0.060172,42,557,SAT,0.015199,20,143
84,randN50_K3_R4.3_L215_208.cnf,50,214,True,2.9e-05,SAT,0.121139,103,1275,SAT,0.012605,9,136,SAT,0.08108,58,990,SAT,0.021582,16,204,SAT,0.02183,23,268
85,randN50_K3_R4.3_L215_217.cnf,50,215,True,4e-05,SAT,0.078886,75,787,SAT,0.009098,10,99,SAT,0.009624,15,125,SAT,0.06612,48,563,SAT,0.024985,31,251
86,randN50_K3_R4.3_L215_134.cnf,50,215,True,5.2e-05,SAT,0.128022,103,1336,SAT,0.00723,7,73,SAT,0.023462,23,252,SAT,0.033885,29,297,SAT,0.034132,36,391
87,randN50_K3_R4.3_L215_291.cnf,50,215,True,0.000115,SAT,0.102998,87,972,SAT,0.017436,13,173,SAT,0.070925,55,755,SAT,0.032849,21,300,SAT,0.032044,30,386
88,randN50_K3_R4.3_L215_223.cnf,50,215,True,9e-05,SAT,0.067009,55,744,SAT,0.081415,47,761,SAT,0.030794,29,310,SAT,0.057287,42,422,SAT,0.015717,29,129
89,randN50_K3_R4.3_L215_293.cnf,50,215,True,9.8e-05,SAT,0.011653,17,110,SAT,0.100913,63,901,SAT,0.056422,46,652,SAT,0.010469,18,33,SAT,0.007459,15,67
90,randN50_K3_R4.3_L215_295.cnf,50,214,True,0.000192,SAT,0.253455,168,2099,SAT,0.017321,15,170,SAT,0.022473,27,199,SAT,0.100433,64,877,SAT,0.093937,75,986
91,randN50_K3_R4.3_L215_113.cnf,50,215,True,4.6e-05,SAT,0.135181,106,1354,SAT,0.034999,29,311,SAT,0.016105,22,146,SAT,0.015725,21,96,SAT,0.008573,21,65
92,randN50_K3_R4.3_L215_140.cnf,50,215,True,4.1e-05,SAT,0.162679,121,1402,SAT,0.031183,27,303,SAT,0.033446,32,353,SAT,0.028749,26,227,SAT,0.016178,30,133
93,randN50_K3_R4.3_L215_268.cnf,50,215,True,8.5e-05,SAT,0.087532,70,962,SAT,0.034,20,394,SAT,0.022834,21,318,SAT,0.039008,27,358,SAT,0.030786,27,372
94,randN50_K3_R4.3_L215_185.cnf,50,215,True,6.8e-05,SAT,0.245106,166,2309,SAT,0.013513,11,133,SAT,0.04264,41,502,SAT,0.007932,12,39,SAT,0.008343,12,92
95,randN50_K3_R4.3_L215_149.cnf,50,215,True,8.8e-05,SAT,0.028534,28,286,SAT,0.028629,17,289,SAT,0.011359,15,101,SAT,0.019308,20,130,SAT,0.017317,18,152
96,randN50_K3_R4.3_L215_213.cnf,50,215,True,5.7e-05,SAT,0.225711,159,2078,SAT,0.050862,33,578,SAT,0.052368,36,583,SAT,0.045138,33,437,SAT,0.020687,26,160
97,randN50_K3_R4.3_L215_6.cnf,50,214,True,6.5e-05,SAT,0.446552,257,3514,SAT,0.080877,53,850,SAT,0.014744,12,219,SAT,0.009498,12,71,SAT,0.011199,17,134
98,randN50_K3_R4.3_L215_267.cnf,50,215,True,6.3e-05,SAT,0.01995,29,230,SAT,0.046384,27,534,SAT,0.024676,26,271,SAT,0.017867,23,121,SAT,0.017587,22,169
99,randN50_K3_R4.3_L215_297.cnf,50,215,True,5.3e-05,SAT,0.51406,303,3677,SAT,0.044775,27,472,SAT,0.019062,23,238,SAT,0.037437,24,341,SAT,0.03586,27,419
100,randN50_K3_R4.3_L215_116.cnf,50,214,True,0.000116,SAT,0.067152,55,690,SAT,0.037704,26,365,SAT,0.132044,90,1381,SAT,0.019074,23,104,SAT,0.016378,23,142
101,randN50_K3_R4.3_L215_277.cnf,50,215,True,0.000229,SAT,0.103492,89,1113,SAT,0.112201,64,1072,SAT,0.02682,27,385,SAT,0.035817,22,398,SAT,0.024557,29,293
102,randN50_K3_R4.3_L215_32.cnf,50,215,True,0.000119,SAT,0.039032,33,477,SAT,0.012876,11,115,SAT,0.033545,31,423,SAT,0.035953,26,385,SAT,0.060767,48,693
103,randN50_K3_R4.3_L215_128.cnf,50,215,True,1.9e-05,SAT,0.516622,289,3855,SAT,0.036313,26,403,SAT,0.004515,10,42,SAT,0.047194,31,455,SAT,0.02209,28,249
104,randN50_K3_R4.3_L215_218.cnf,50,215,True,3.8e-05,SAT,0.117872,100,1193,SAT,0.023015,24,201,SAT,0.040184,42,417,SAT,0.009314,16,35,SAT,0.009452,22,58
105,randN50_K3_R4.3_L215_171.cnf,50,215,True,3.4e-05,SAT,0.111357,86,1110,SAT,0.019403,20,133,SAT,0.016917,23,137,SAT,0.015304,18,105,SAT,0.014016,18,138
106,randN50_K3_R4.3_L215_101.cnf,50,214,True,5.8e-05,SAT,0.044348,40,527,SAT,0.012813,16,89,SAT,0.041484,38,482,SAT,0.030195,25,305,SAT,0.013049,22,125
107,randN50_K3_R4.3_L215_87.cnf,50,215,True,0.000164,SAT,0.371393,220,2777,SAT,0.057667,34,541,SAT,0.032057,30,426,SAT,0.012924,15,114,SAT,0.019855,23,254
108,randN50_K3_R4.3_L215_212.cnf,50,215,True,4.6e-05,SAT,0.196876,133,1773,SAT,0.013403,16,105,SAT,0.033144,29,385,SAT,0.031592,27,284,SAT,0.005,13,41
109,randN50_K3_R4.3_L215_121.cnf,50,215,True,8.7e-05,SAT,0.187077,131,1842,SAT,0.038703,30,399,SAT,0.012194,18,130,SAT,0.020462,20,156,SAT,0.008666,18,73
110,randN50_K3_R4.3_L215_215.cnf,50,215,True,0.000107,SAT,0.09175,89,941,SAT,0.020284,22,144,SAT,0.023895,21,278,SAT,0.022309,22,146,SAT,0.045856,37,480
111,randN50_K3_R4.3_L215_159.cnf,50,215,True,0.00015,SAT,0.167149,118,1547,SAT,0.081805,45,730,SAT,0.088639,69,919,SAT,0.074793,48,730,SAT,0.048038,47,492
112,randN50_K3_R4.3_L215_57.cnf,50,215,True,0.000187,SAT,0.432379,236,3433,SAT,0.075957,39,803,SAT,0.09213,59,965,SAT,0.077037,44,678,SAT,0.039598,37,424
113,randN50_K3_R4.3_L215_123.cnf,50,215,True,0.000141,SAT,0.012236,16,123,SAT,0.028582,26,295,SAT,0.036696,32,451,SAT,0.048385,31,424,SAT,0.032395,42,302
114,randN50_K3_R4.3_L215_152.cnf,50,214,True,5.2e-05,SAT,0.00673,15,65,SAT,0.079756,57,716,SAT,0.028339,28,337,SAT,0.061255,45,523,SAT,0.03449,36,367
115,randN50_K3_R4.3_L215_231.cnf,50,215,True,9e-05,SAT,0.210053,146,1938,SAT,0.019728,18,170,SAT,0.062671,54,721,SAT,0.021318,25,129,SAT,0.01467,27,106
116,randN50_K3_R4.3_L215_145.cnf,50,215,True,2.8e-05,SAT,0.013404,16,159,SAT,0.032081,25,341,SAT,0.081774,58,942,SAT,0.020266,23,126,SAT,0.009031,19,63
117,randN50_K3_R4.3_L215_173.cnf,50,215,True,9.9e-05,SAT,0.02673,32,329,SAT,0.025645,23,245,SAT,0.010877,17,114,SAT,0.019265,21,150,SAT,0.007964,19,44
118,randN50_K3_R4.3_L215_50.cnf,50,215,True,5.4e-05,SAT,0.101616,83,998,SAT,0.013715,15,119,SAT,0.034427,30,389,SAT,0.05897,40,385,SAT,0.010777,23,69
119,randN50_K3_R4.3_L215_133.cnf,50,215,True,0.000207,SAT,0.165021,118,1599,SAT,0.080337,46,813,SAT,0.021387,23,252,SAT,0.019943,15,178,SAT,0.179074,108,1738
120,randN50_K3_R4.3_L215_109.cnf,50,215,True,2.2e-05,SAT,0.03157,31,360,SAT,0.014531,14,133,SAT,0.032505,34,420,SAT,0.014964,19,80,SAT,0.005168,16,36
121,randN50_K3_R4.3_L215_72.cnf,50,215,True,6.2e-05,SAT,0.07272,75,798,SAT,0.028811,19,311,SAT,0.043931,40,456,SAT,0.028723,25,241,SAT,0.025524,30,243
122,randN50_K3_R4.3_L215_238.cnf,50,213,True,1.2e-05,SAT,0.413323,232,3102,SAT,0.02101,21,199,SAT,0.007577,17,55,SAT,0.018155,16,138,SAT,0.035295,41,335
123,randN50_K3_R4.3_L215_148.cnf,50,215,True,4.5e-05,SAT,0.028203,30,233,SAT,0.0267,22,222,SAT,0.218419,124,1995,SAT,0.009538,14,36,SAT,0.009171,21,74
124,randN50_K3_R4.3_L215_86.cnf,50,215,True,5.9e-05,SAT,0.05417,48,599,SAT,0.028177,26,269,SAT,0.012955,15,128,SAT,0.014285,20,75,SAT,0.009789,21,64
125,randN50_K3_R4.3_L215_80.cnf,50,215,True,8.7e-05,SAT,0.187283,142,1744,SAT,0.005663,8,43,SAT,0.01791,20,198,SAT,0.052982,38,486,SAT,0.019648,27,198
126,randN50_K3_R4.3_L215_143.cnf,50,215,True,6.7e-05,SAT,0.007279,15,69,SAT,0.009463,10,80,SAT,0.120216,72,1324,SAT,0.152975,82,1407,SAT,0.110078,77,1088
127,randN50_K3_R4.3_L215_93.cnf,50,215,True,0.000111,SAT,0.159163,128,1497,SAT,0.061562,41,587,SAT,0.03384,27,383,SAT,0.016799,16,139,SAT,0.014611,21,157
128,randN50_K3_R4.3_L215_232.cnf,50,215,True,6.3e-05,SAT,0.014508,22,154,SAT,0.052496,35,517,SAT,0.025712,25,237,SAT,0.030973,23,307,SAT,0.030242,30,368
129,randN50_K3_R4.3_L215_97.cnf,50,215,True,0.000112,SAT,0.3345,218,2634,SAT,0.012487,13,93,SAT,0.047126,42,568,SAT,0.046216,31,473,SAT,0.054031,59,594
130,randN50_K3_R4.3_L215_58.cnf,50,215,True,4.5e-05,SAT,0.958536,435,5572,SAT,0.041453,30,442,SAT,0.063274,58,713,SAT,0.007248,10,41,SAT,0.008792,11,100
131,randN50_K3_R4.3_L215_160.cnf,50,215,True,3e-05,SAT,0.054401,47,595,SAT,0.046059,31,477,SAT,0.00999,13,115,SAT,0.058404,42,569,SAT,0.108546,82,1134
132,randN50_K3_R4.3_L215_264.cnf,50,215,True,6.5e-05,SAT,0.21693,149,1868,SAT,0.01751,12,192,SAT,0.022343,16,280,SAT,0.009078,8,87,SAT,0.006972,8,99
133,randN50_K3_R4.3_L215_91.cnf,50,214,True,0.000158,SAT,0.136585,103,1432,SAT,0.012721,14,100,SAT,0.02536,21,296,SAT,0.015383,14,109,SAT,0.006098,10,40
134,randN50_K3_R4.3_L215_198.cnf,50,214,True,4.9e-05,SAT,0.035347,41,394,SAT,0.035256,24,400,SAT,0.021565,22,253,SAT,0.00757,10,41,SAT,0.01037,15,111
